Gene	PMCC	TS500	MSKCC_IMPACT.curated	MSKCC_HEME	FoundationOne	FoundationHeme	TEMPUS	CancerGeneCensus_Tier1	OncoKB-Annotated	CancerGeneCensus_Tier2	az300	familial_cancer	TSGene2-tumour-suppressors	TSGene2-oncogenes
HBP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HCAR2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HCK	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HDAC1	0	0	0	1	0	1	1	0	1	0	0	0	1	1
HDAC2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HDAC3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HDAC4	0	0	0	1	0	1	1	0	1	0	0	0	0	0
HDAC7	0	0	0	1	0	1	0	0	1	0	0	0	0	0
HECA	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HEPACAM	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HERPUD1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
HEY1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
HGF	1	1	1	1	1	1	1	0	1	0	1	0	0	0
HIC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HIF1A	1	0	0	1	0	0	1	0	1	1	0	0	1	0
HINT1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HIP1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
HIPK2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HIRA	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HIST1H1B	0	0	0	1	0	0	0	0	1	0	0	0	0	0
HIST1H1C	0	1	1	1	0	1	0	0	1	0	1	0	0	0
HIST1H1D	0	0	0	1	0	1	0	0	1	0	0	0	0	0
HIST1H1E	0	0	0	1	0	1	1	0	1	0	0	0	0	0
HIST1H2AC	0	0	0	1	0	1	0	0	1	0	0	0	0	0
HIST1H2AG	0	0	0	1	0	1	0	0	1	0	0	0	0	0
HIST1H2AL	0	0	0	1	0	1	0	0	1	0	0	0	0	0
HIST1H2AM	0	0	0	1	0	1	0	0	1	0	0	0	0	0
HIST1H2BC	0	0	0	1	0	1	0	0	1	0	0	0	0	0
HIST1H2BD	0	1	1	1	0	0	0	0	1	0	1	0	0	0
HIST1H2BG	0	0	0	1	0	0	0	0	1	0	0	0	0	0
HIST1H2BJ	0	0	0	1	0	1	0	0	1	0	0	0	0	0
HIST1H2BK	0	0	0	1	0	1	0	0	1	0	0	0	0	0
HIST1H2BO	0	0	0	1	0	1	0	0	1	0	0	0	0	0
HIST1H3A	0	1	1	0	0	0	0	0	1	0	0	0	0	0
HIST1H3B	0	1	1	1	0	1	1	0	1	1	0	0	0	1
HIST1H3C	0	1	1	0	0	0	0	0	1	0	0	0	0	0
HIST1H3D	0	1	1	0	0	0	0	0	1	0	0	0	0	0
HIST1H3E	0	1	1	0	0	0	0	0	1	0	0	0	0	0
HIST1H3F	0	1	1	0	0	0	0	0	1	0	0	0	0	0
HIST1H3G	0	1	1	1	0	0	0	0	1	0	0	0	0	0
HIST1H3H	0	1	1	0	0	0	0	0	1	0	0	0	0	0
HIST1H3I	0	1	1	0	0	0	0	0	1	0	0	0	0	0
HIST1H3J	0	1	1	0	0	0	0	0	1	0	0	0	0	0
HIST1H4E	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HIST1H4I	0	0	0	0	0	1	0	0	0	1	0	0	0	0
HIST2H3A	0	1	0	0	0	0	0	0	1	0	0	0	0	0
HIST2H3C	0	1	1	0	0	0	0	0	1	0	0	0	0	0
HIST2H3D	0	1	1	0	0	0	0	0	1	0	0	0	0	0
HIST3H3	0	1	1	0	0	0	0	0	1	0	0	0	0	0
HIVEP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HIVEP3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HLA-A	0	1	1	1	0	0	1	0	1	1	0	0	0	0
HLA-B	0	1	1	0	0	0	1	0	1	0	0	0	0	0
HLA-C	0	1	0	0	0	0	1	0	0	0	0	0	0	0
HLA-DMA	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-DMB	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-DOA	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-DOB	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-DPA1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-DPB1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-DPB2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-DQA1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-DQA2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-DQB1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-DQB2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-DRA	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-DRB1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-DRB5	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-DRB6	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-E	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-F	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLA-G	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HLF	0	0	0	0	0	1	0	0	0	1	0	0	0	1
HLTF	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HMGA1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
HMGA2	0	0	0	0	0	1	0	0	0	1	0	0	0	1
HMGN2P46	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HNF1A	1	1	1	1	1	1	1	0	1	1	1	1	0	0
HNF1B	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HNF4A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HNRNPA2B1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HNRNPK	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HOMER2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HOOK3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HOPX	0	0	0	0	0	0	0	0	0	0	0	0	1	1
HOTS	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HOXA11	0	0	0	0	0	1	0	0	0	1	0	0	0	0
HOXA13	0	0	0	0	0	1	0	0	0	1	0	0	0	0
HOXA3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HOXA9	0	0	0	0	0	1	0	0	0	1	0	0	0	1
HOXB13	0	1	1	0	0	0	1	0	1	0	0	1	1	0
HOXC11	0	0	0	0	0	1	0	0	0	1	0	0	0	0
HOXC13	0	0	0	0	0	1	0	0	0	1	0	0	0	0
HOXD11	0	0	0	0	0	1	0	0	0	1	0	0	0	0
HOXD13	0	0	0	0	0	1	0	0	0	1	0	0	0	0
HPGD	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HRAS	1	1	1	1	1	1	1	0	1	1	1	1	0	1
HRASLS2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HRG	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HSD3B1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
HSP90AA1	1	1	0	0	1	1	1	0	0	1	0	0	0	0
HSP90AB1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
HSP90B1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HSPB7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HSPD1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HSPH1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HTATIP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HTRA1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HTRA2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HTRA3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ICK	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ICOSLG	0	1	1	0	0	0	0	0	1	0	0	0	0	0
ID3	0	1	1	1	0	1	0	1	1	0	0	0	0	0
ID4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IDH1	1	1	1	1	1	1	1	0	1	1	1	0	1	1
IDH2	1	1	1	1	1	1	1	0	1	1	1	0	0	1
IDO1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IER3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IFI16	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IFIT1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IFIT2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IFIT3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IFNAR1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IFNAR2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IFNGR1	0	1	1	0	0	0	1	0	1	0	0	0	0	0
IFNGR2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IFNL3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IFT88	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IGF1	1	1	1	1	0	0	0	0	1	0	0	0	1	0
IGF1R	1	1	1	1	1	1	0	0	1	0	1	0	0	0
IGF2	1	1	1	1	1	0	0	0	1	0	0	0	0	0
IGF2BP2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IGF2R	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IGFALS	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IGFBP3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IGFBP4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IGFBP5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IGFBP7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IGFBPL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IGH	0	0	0	0	0	1	0	0	0	1	0	0	0	0
IGK	0	0	0	0	0	1	0	0	0	1	0	0	0	0
IGL	0	0	0	0	0	1	0	0	0	1	0	0	0	0
IKBKB	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IKBKE	1	1	1	1	1	1	1	0	1	0	0	0	0	0
IKZF1	1	1	1	1	1	1	1	0	1	1	0	0	1	0
IKZF2	0	0	0	0	0	1	0	0	0	0	0	0	1	0
IKZF3	0	0	0	1	0	1	0	0	1	0	0	0	1	0
IL10	0	1	1	0	0	0	0	0	1	0	0	0	0	0
IL10RA	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IL15	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IL17A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IL17RD	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IL2	0	0	0	0	0	0	0	0	0	1	0	0	0	1
IL21R	0	0	0	0	0	1	0	0	0	1	0	0	0	0
IL24	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IL2RA	1	0	0	0	0	0	1	0	0	0	0	0	0	0
IL3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IL6	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IL6R	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IL6ST	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IL7R	1	1	1	1	1	1	1	0	1	1	0	0	0	0
ILK	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ING1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ING2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ING3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ING4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ING5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
INHA	0	1	1	0	0	0	0	0	1	0	0	0	0	0
INHBA	1	1	1	0	1	1	0	0	1	0	0	0	0	0
INPP4A	0	1	1	0	0	0	0	0	1	0	1	0	0	0
INPP4B	1	1	1	1	1	1	1	0	1	0	1	0	1	0
INPP5D	0	0	0	0	0	1	0	0	0	0	0	0	0	0
INPPL1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
INSR	0	1	1	0	0	0	0	0	1	0	0	0	0	0
INTS6	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IQGAP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IRAK4	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IRF1	0	0	0	1	0	1	1	0	1	0	0	0	1	0
IRF2	1	1	0	0	1	0	1	0	0	0	0	0	0	0
IRF3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IRF4	1	1	1	1	1	1	1	0	1	1	0	0	1	0
IRF5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IRF7	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF8	0	0	0	1	0	1	0	0	1	0	0	0	1	0
IRS1	0	1	1	0	0	0	0	0	1	0	0	0	0	0
IRS2	1	1	1	1	1	1	1	0	1	0	0	0	0	0
IRS4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IRX1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ISG15	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ISX	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ITGA5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ITGA7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ITGAV	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ITGB1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ITGB3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ITK	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ITPKB	0	0	0	0	0	0	1	0	0	0	0	0	0	0
JAK1	1	1	1	1	1	1	1	0	1	1	1	0	0	1
JAK2	1	1	1	1	1	1	1	0	1	1	1	0	0	1
JAK3	1	1	1	1	1	1	1	0	1	1	1	0	0	1
JARID2	0	0	0	1	0	1	0	0	1	0	0	0	0	0
JAZF1	0	0	0	0	0	1	0	1	0	0	0	0	0	1
JDP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
JUN	1	1	1	1	1	1	1	0	1	1	0	0	0	1
JUP	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KANK1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KAT5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KAT6A	1	1	0	0	1	1	1	0	0	1	0	0	0	1
KAT6B	0	0	0	0	0	0	0	0	0	1	0	0	0	0
KAT7	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KCNJ5	0	0	0	0	0	0	0	0	0	1	0	0	0	0
KCNRG	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KDM2B	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KDM3A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KDM3B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KDM4C	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KDM5A	1	1	1	1	1	1	1	0	1	1	0	0	1	0
KDM5C	1	1	1	1	1	1	1	0	1	1	1	0	0	0
KDM6A	1	1	1	1	1	1	1	0	1	1	1	0	1	0
KDM8	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KDR	1	1	1	1	1	1	1	0	1	1	1	0	0	0
KDSR	0	0	0	0	0	1	0	0	0	1	0	0	0	1
KEAP1	1	1	1	1	1	1	1	0	1	1	1	0	0	0
KEL	1	1	0	0	1	0	1	0	0	0	0	0	0	0
KIAA1549	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KIAA1598	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KIF1B	0	0	0	0	0	0	1	0	0	0	0	0	1	0
KIF5B	0	1	0	0	0	1	0	0	0	1	0	0	0	0
KIF7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KISS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KIT	1	1	1	1	1	1	1	0	1	1	1	1	0	1
KL	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KLF10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KLF4	0	1	1	0	0	0	0	0	1	1	0	0	1	1
KLF5	0	0	0	0	0	0	0	0	1	0	0	0	1	0
KLF6	0	0	0	0	0	0	0	0	0	1	0	0	1	0
KLHL6	1	1	0	0	1	1	1	0	0	0	0	0	0	0
KLK10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KLK2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
KLK6	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KLLN	0	0	0	0	0	0	1	0	0	0	0	1	0	0
KMT2A	1	1	1	1	1	1	1	0	1	1	0	0	0	1
KMT2B	0	1	1	1	0	1	1	0	1	0	1	0	0	0
KMT2C	1	1	1	1	1	1	1	0	1	1	1	0	1	0
KMT2D	1	1	1	1	1	0	1	0	1	1	1	0	0	0
KMT5A	0	0	1	1	0	0	0	0	1	0	0	0	0	0
KNSTRN	1	0	1	0	0	0	0	1	1	0	0	0	0	0
KRAS	1	1	1	1	1	1	1	0	1	1	1	0	0	1
KRIT1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KRT19	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KSR2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
KTN1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
L3MBTL4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LAG3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMP1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LARP4B	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LASP1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
LAT2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LATS1	0	1	1	0	0	0	0	0	1	1	0	0	1	0
LATS2	0	1	1	0	0	0	0	0	1	1	0	0	1	0
LCK	0	0	0	1	0	0	0	0	0	1	0	0	0	1
LCP1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
LDLR	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LEF1	0	0	0	0	0	1	1	0	0	1	0	0	0	0
LEFTY1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LEFTY2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LEPROTL1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LETMD1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LGALS7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LHFP	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LHX4	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LHX6	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LIFR	0	0	0	0	0	0	0	0	0	1	1	0	1	0
LIMA1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LIMD1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LIN9	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC-PINT	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LITAF	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LLGL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LMNA	0	0	0	0	0	0	1	0	0	1	0	0	0	0
LMNTD1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LMO1	0	1	1	1	1	1	1	0	1	1	0	1	0	1
LMO2	0	0	0	0	0	1	0	0	0	1	0	0	0	1
LOX	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LPP	0	0	0	0	0	1	0	0	0	1	0	0	0	0
LRIG1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LRIG3	0	0	0	0	0	0	0	0	0	1	0	0	1	0
LRMP	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LRP1B	1	1	0	0	1	1	1	0	0	1	0	0	1	0
LRRC3B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LRRC4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LRRK2	0	0	0	0	0	1	0	0	0	0	1	0	0	0
LSAMP	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LSM14A	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LTB	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LTF	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LXN	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LYL1	0	0	0	0	0	1	0	0	0	1	0	0	0	1
LYN	1	1	1	0	1	0	1	0	1	0	0	0	0	1
LZTR1	1	1	0	0	1	0	1	0	0	1	0	0	0	0
LZTS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MACC1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MAD1L1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAD2L2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MADD	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAF	0	0	0	0	0	1	1	0	0	1	0	0	0	1
MAFA	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAFB	0	0	0	0	0	1	1	0	0	1	0	0	0	1
MAGED1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAGI2	1	1	0	0	1	0	0	0	0	0	0	0	0	0
MAL	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MALAT1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
MALT1	0	1	1	1	0	1	1	0	1	1	0	0	0	0
MAML2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MAP2K1	1	1	1	1	1	1	1	0	1	1	1	0	0	1
MAP2K2	1	1	1	1	1	1	1	0	1	1	1	0	0	0
MAP2K4	1	1	1	1	1	1	1	0	1	1	1	0	1	0
MAP3K1	1	1	1	1	1	1	1	0	1	1	1	0	0	0
MAP3K13	0	1	1	1	0	0	0	0	1	1	1	0	0	0
MAP3K14	0	1	1	1	0	1	0	0	1	0	0	0	0	0
MAP3K4	0	1	0	0	0	0	0	0	0	0	0	0	1	0
MAP3K6	0	0	0	0	0	1	0	0	0	0	0	1	0	0
MAP3K7	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MAP3K8	0	0	0	0	0	0	0	0	0	0	1	0	1	1
MAP4K1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAPK1	1	1	1	1	0	1	1	0	1	1	1	0	0	0
MAPK10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAPK13	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK3	1	1	1	1	0	0	0	0	1	0	1	0	0	0
MAPK8IP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MAPK9	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAPKAP1	0	0	1	0	0	0	0	0	1	0	1	0	0	0
MARCKS	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MARVELD1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAS1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAT2A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAX	0	1	1	0	0	0	1	0	1	1	0	1	1	0
MB21D2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MBD4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MC1R	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MCC	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MCF2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MCF2L	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MCL1	1	1	1	1	1	1	1	0	1	0	1	0	0	0
MCM9	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MCPH1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MDC1	0	1	1	0	0	0	0	0	1	0	0	0	1	0
MDM2	1	1	1	1	1	1	1	0	1	1	1	0	0	1
MDM4	1	1	1	1	1	1	1	0	1	1	1	0	0	0
MDS2	0	0	0	0	0	1	0	1	0	0	0	0	0	0
MECOM	0	0	0	0	0	1	0	0	0	1	1	0	0	1
MED12	1	1	1	1	1	1	1	0	1	1	1	0	0	1
MEF2B	1	1	1	1	1	1	1	0	1	0	0	0	0	0
MEF2C	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MEG3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MEN1	1	1	1	1	1	1	1	0	1	1	0	1	1	0
MERTK	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MET	1	1	1	1	1	1	1	0	1	1	1	1	0	1
MFSD2A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MGA	0	1	1	1	0	0	0	0	1	0	1	0	0	0
MGAM	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MGMT	1	0	0	0	0	0	1	1	0	0	0	0	0	0
MIA	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIA2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIB1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MINDY3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR1-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR1-2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR100	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR101-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR101-2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR106A	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR106B	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR107	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR10A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR122	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR1226	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR124-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR124-2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR124-3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR1247	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR125A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR125B1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR125B2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR126	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR127	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR129-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR129-2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR1291	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR1297	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR130A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR132	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR133A1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR133A2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR134	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR135A1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR135A2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR136	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR137	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR138-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR138-2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR140	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR141	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR142	0	0	0	0	0	0	0	0	0	0	1	0	1	0
MIR143	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR145	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIR146A	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MIR146B	0	0	0	0	0	0	0	0	0	0	0	0	0	1
